<DEBUG> 23-Jan-2020::04:00:29.202 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "match-all" op read
<DEBUG> 23-Jan-2020::04:00:29.203 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "match" op read
<DEBUG> 23-Jan-2020::04:00:29.203 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "linnum" op read
<DEBUG> 23-Jan-2020::04:00:29.203 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "hide" op read
<DEBUG> 23-Jan-2020::04:00:29.204 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "find" op read
<DEBUG> 23-Jan-2020::04:00:29.204 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "extended" op read
<DEBUG> 23-Jan-2020::04:00:29.204 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "except" op read
<DEBUG> 23-Jan-2020::04:00:29.205 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "de-select" op read
<DEBUG> 23-Jan-2020::04:00:29.205 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "csv" op read
<DEBUG> 23-Jan-2020::04:00:29.205 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "count" op read
